dni,apellidos,nombres,fecha_hora,tipo_marca
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-21 13:09:03,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-22 07:46:52,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-22 13:00:04,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-25 07:49:55,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-25 13:09:07,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-26 07:50:56,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-26 13:00:08,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-27 07:51:57,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-27 13:03:09,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-28 07:52:58,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-28 13:06:10,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-29 07:53:59,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-29 13:09:11,salida
77000019,Poma Soto,Sofia Rosa,2026-05-01 07:44:36,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-01 13:10:52,salida
77000019,Poma Soto,Sofia Rosa,2026-05-04 07:47:39,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-04 13:07:55,salida
77000019,Poma Soto,Sofia Rosa,2026-05-05 07:48:40,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-05 13:10:56,salida
77000019,Poma Soto,Sofia Rosa,2026-05-06 07:49:41,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-06 13:01:57,salida
77000019,Poma Soto,Sofia Rosa,2026-05-07 07:50:42,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-07 13:04:58,salida
77000019,Poma Soto,Sofia Rosa,2026-05-08 07:51:43,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-08 13:07:59,salida
77000019,Poma Soto,Sofia Rosa,2026-05-11 07:54:46,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-11 13:04:02,salida
77000019,Poma Soto,Sofia Rosa,2026-05-12 07:55:47,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-12 13:07:03,salida
77000019,Poma Soto,Sofia Rosa,2026-05-13 07:56:48,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-13 13:10:04,salida
77000019,Poma Soto,Sofia Rosa,2026-05-14 07:57:49,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-14 13:01:05,salida
77000019,Poma Soto,Sofia Rosa,2026-05-15 07:58:50,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-15 13:04:06,salida
77000019,Poma Soto,Sofia Rosa,2026-05-18 07:43:53,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-18 13:01:09,salida
77000019,Poma Soto,Sofia Rosa,2026-05-19 07:44:54,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-19 13:04:10,salida
77000019,Poma Soto,Sofia Rosa,2026-05-20 07:45:55,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-20 13:07:11,salida
77000019,Poma Soto,Sofia Rosa,2026-05-21 07:46:56,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-21 13:10:12,salida
77000019,Poma Soto,Sofia Rosa,2026-05-22 07:47:57,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-22 13:01:13,salida
77000019,Poma Soto,Sofia Rosa,2026-05-25 07:50:00,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-25 13:10:16,salida
77000019,Poma Soto,Sofia Rosa,2026-05-26 07:51:01,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-26 13:01:17,salida
77000019,Poma Soto,Sofia Rosa,2026-05-27 07:52:02,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-27 13:04:18,salida
77000019,Poma Soto,Sofia Rosa,2026-05-28 07:53:03,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-28 13:07:19,salida
77000019,Poma Soto,Sofia Rosa,2026-05-29 07:54:04,entrada
77000019,Poma Soto,Sofia Rosa,2026-05-29 13:10:20,salida
77000020,Vega Vega,Victor Carlos,2026-05-01 07:45:41,entrada
77000020,Vega Vega,Victor Carlos,2026-05-01 13:11:01,salida
77000020,Vega Vega,Victor Carlos,2026-05-04 07:48:44,entrada
77000020,Vega Vega,Victor Carlos,2026-05-04 13:08:04,salida
77000020,Vega Vega,Victor Carlos,2026-05-05 07:49:45,entrada
77000020,Vega Vega,Victor Carlos,2026-05-05 13:11:05,salida
77000020,Vega Vega,Victor Carlos,2026-05-06 07:50:46,entrada
77000020,Vega Vega,Victor Carlos,2026-05-06 13:02:06,salida
77000020,Vega Vega,Victor Carlos,2026-05-07 07:51:47,entrada
77000020,Vega Vega,Victor Carlos,2026-05-07 13:05:07,salida
77000020,Vega Vega,Victor Carlos,2026-05-08 07:52:48,entrada
77000020,Vega Vega,Victor Carlos,2026-05-08 13:08:08,salida
77000020,Vega Vega,Victor Carlos,2026-05-11 07:55:51,entrada
77000020,Vega Vega,Victor Carlos,2026-05-11 13:05:11,salida
77000020,Vega Vega,Victor Carlos,2026-05-12 07:56:52,entrada
77000020,Vega Vega,Victor Carlos,2026-05-12 13:08:12,salida
77000020,Vega Vega,Victor Carlos,2026-05-13 07:57:53,entrada
77000020,Vega Vega,Victor Carlos,2026-05-13 13:11:13,salida
77000020,Vega Vega,Victor Carlos,2026-05-14 07:58:54,entrada
77000020,Vega Vega,Victor Carlos,2026-05-14 13:02:14,salida
77000020,Vega Vega,Victor Carlos,2026-05-15 07:59:55,entrada
77000020,Vega Vega,Victor Carlos,2026-05-15 13:05:15,salida
77000020,Vega Vega,Victor Carlos,2026-05-18 07:44:58,entrada
77000020,Vega Vega,Victor Carlos,2026-05-18 13:02:18,salida
77000020,Vega Vega,Victor Carlos,2026-05-19 07:45:59,entrada
77000020,Vega Vega,Victor Carlos,2026-05-19 13:05:19,salida
77000020,Vega Vega,Victor Carlos,2026-05-20 07:46:00,entrada
77000020,Vega Vega,Victor Carlos,2026-05-20 13:08:20,salida
77000020,Vega Vega,Victor Carlos,2026-05-21 07:47:01,entrada
77000020,Vega Vega,Victor Carlos,2026-05-21 13:11:21,salida
77000020,Vega Vega,Victor Carlos,2026-05-22 07:48:02,entrada
77000020,Vega Vega,Victor Carlos,2026-05-22 13:02:22,salida
77000020,Vega Vega,Victor Carlos,2026-05-25 07:51:05,entrada
77000020,Vega Vega,Victor Carlos,2026-05-25 13:11:25,salida
77000020,Vega Vega,Victor Carlos,2026-05-26 07:52:06,entrada
77000020,Vega Vega,Victor Carlos,2026-05-26 13:02:26,salida
77000020,Vega Vega,Victor Carlos,2026-05-27 07:53:07,entrada
77000020,Vega Vega,Victor Carlos,2026-05-27 13:05:27,salida
77000020,Vega Vega,Victor Carlos,2026-05-28 07:54:08,entrada
77000020,Vega Vega,Victor Carlos,2026-05-28 13:08:28,salida
77000020,Vega Vega,Victor Carlos,2026-05-29 07:55:09,entrada
77000020,Vega Vega,Victor Carlos,2026-05-29 13:11:29,salida
